rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2014),rank change from 2014,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
339,Rosa L. Parks School of Fine and Performing Arts,9-12,278,8.4,0.00%,22.5,233,-106,Public,413 12th Avenue,Paterson,7514,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0520,33,3 (1.1 %),120 (43.2 %),154 (55.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),1 (0.4 %)
340,Overbrook Senior High School,9-12,722,10.9,52.10%,22.3,331,-9,Public,1200 Turnersville Road,Pine Hill,8021,Camden,Pine Hill School District,No,(n/a),No,Yes,(856) 767-8000,66,402 (55.7 %),202 (28.0 %),78 (10.8 %),34 (4.7 %),2 (0.3 %),2 (0.3 %),2 (0.3 %)
341,School Of Science Technology Engineering And Mathematics,9-12,599,13.6,0.50%,22.2,366,25,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,44,44 (7.3 %),115 (19.2 %),324 (54.1 %),102 (17.0 %),2 (0.3 %),0 (0.0 %),12 (2.0 %)
342,Linden High School,9-12,"1,769",13.2,58.20%,22.2,333,-9,Public,121 W St George Ave,Linden,7036,Union,Linden Public School District,No,(n/a),No,No,(908) 486-5432,134,388 (21.9 %),691 (39.1 %),631 (35.7 %),35 (2.0 %),4 (0.2 %),3 (0.2 %),17 (1.0 %)
343,Gateway Regional High School,7-12,961,11.8,34.30%,22.1,251,-92,Public,775 Tanyard Rd,Woodbury Hts,8096,Gloucester,Gateway Regional School District,No,(n/a),No,Yes,(856) 848-8200,81,817 (85.0 %),54 (5.6 %),51 (5.3 %),22 (2.3 %),1 (0.1 %),1 (0.1 %),15 (1.6 %)
344,Peoples Preparatory Charter School,9-12,370,10.8,90.00%,22.1,344,0,"Public, Charter",321 Bergen Street,Newark,7103,Essex,Peoples Preparatory Charter School,Yes,(n/a),No,Yes,(973) 622-1790,34,0 (0.0 %),314 (84.9 %),54 (14.6 %),2 (0.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
345,Pemberton Township High School,9-12,"1,039",10.4,45.00%,21.8,349,4,Public,148 Arneys Mount Road,Pemberton,8068,Burlington,Pemberton Township School District,No,(n/a),No,Yes,(609) 893-8141,99,523 (50.3 %),359 (34.6 %),119 (11.5 %),22 (2.1 %),9 (0.9 %),7 (0.7 %),0 (0.0 %)
346,Penns Grove High School,9-12,592,11.3,67.10%,21.8,358,12,Public,334 Harding Highway,Carneys Point,8069,Salem,Penns Grove-Carneys Point Regional School District,No,(n/a),No,Yes,(856) 299-6300,52,168 (28.4 %),245 (41.4 %),174 (29.4 %),4 (0.7 %),0 (0.0 %),0 (0.0 %),1 (0.2 %)
347,Triton Regional High School,9-12,"1,230",13.6,29.40%,21.8,234,-113,Public,250 Schubert Ave,Runnemede,8078,Camden,Black Horse Pike Regional School District,No,(n/a),No,Yes,(856) 939-4500,90,951 (77.3 %),87 (7.1 %),107 (8.7 %),80 (6.5 %),0 (0.0 %),0 (0.0 %),5 (0.4 %)
348,Passaic County-Manchester Regional High School,9-12,896,13.7,78.60%,21.4,315,-33,Public,70 Church Street,Haledon,7508,Passaic,Passaic County Manchester Regional High School District,No,(n/a),No,Yes,(973) 389-2821,65,177 (19.8 %),173 (19.3 %),509 (56.8 %),31 (3.5 %),1 (0.1 %),5 (0.6 %),0 (0.0 %)
349,Camden Academy Charter High School,9-12,466,10.8,89.10%,20.8,317,-32,"Public, Charter",879 Beideman Avenue,Camden,8105,Camden,Camden Academy Charter High School,Yes,(n/a),No,Yes,(856) 365-1000,43,1 (0.2 %),113 (24.2 %),352 (75.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
350,Buena Regional High School,9-12,678,11.6,51.90%,20.7,243,-107,Public,125 Weymouth Road,Buena,8310,Atlantic,Buena Regional School District,No,(n/a),No,No,(856) 697-2400,58,424 (62.5 %),104 (15.3 %),137 (20.2 %),11 (1.6 %),0 (0.0 %),0 (0.0 %),2 (0.3 %)
351,Riverside High School,9-12,436,11.4,47.00%,20.2,338,-13,Public,112 E Washington Street,Riverside,8075,Burlington,Riverside Township School District,No,(n/a),No,Yes,(856) 461-1255,38,311 (71.3 %),53 (12.2 %),59 (13.5 %),9 (2.1 %),0 (0.0 %),1 (0.2 %),3 (0.7 %)
352,Hoboken High School,9-12,658,10.2,83.10%,20,323,-29,Public,Ninth & Clinton Sts,Hoboken,7030,Hudson,Hoboken Public School District,No,(n/a),No,Yes,(201) 356-3701,64,86 (13.1 %),135 (20.5 %),428 (65.0 %),9 (1.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
353,Pleasantville High School,9-12,746,8.8,91.60%,19.9,387,34,Public,701 Mill Road,Pleasantville,8232,Atlantic,Pleasantville Public School District,No,(n/a),No,Yes,(609) 383-6900,84,10 (1.3 %),306 (41.0 %),399 (53.5 %),22 (2.9 %),1 (0.1 %),4 (0.5 %),4 (0.5 %)
354,Plainfield Academy For The Arts & Advanced Studies,7-12,394,9.8,68.80%,19.7,281,-73,Public,1700 West Front St,Plainfield,7063,Union,Plainfield Public Schools,No,(n/a),No,No,(908) 731-4421,40,6 (1.5 %),207 (52.5 %),178 (45.2 %),2 (0.5 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
355,Paulsboro High School,9-12,374,10.3,58.80%,19.7,365,10,Public,670 N Delaware St,Paulsboro,8066,Gloucester,Paulsboro School District,No,(n/a),No,Yes,(856) 423-2222,36,158 (42.2 %),179 (47.9 %),32 (8.6 %),2 (0.5 %),0 (0.0 %),2 (0.5 %),1 (0.3 %)
356,Bound Brook High School,9-12,551,13.4,63.20%,19.7,337,-19,Public,111 West Union Avenue,Bound Brook,8805,Somerset,Bound Brook School District,No,(n/a),No,No,(732) 652-7950,41,115 (20.9 %),70 (12.7 %),352 (63.9 %),10 (1.8 %),0 (0.0 %),1 (0.2 %),3 (0.5 %)
357,East Side High School,9-12,"1,628",13.9,78.40%,19.7,363,6,Public,238 Van Buren St,Newark,7105,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 465-4900,117,396 (24.3 %),239 (14.7 %),963 (59.2 %),26 (1.6 %),4 (0.2 %),0 (0.0 %),0 (0.0 %)
358,Highland Regional High School,9-12,"1,236",14.3,28.20%,19.6,244,-114,Public,450 Erial Road,Blackwood,8012,Camden,Black Horse Pike Regional School District,No,(n/a),No,Yes,(609) 227-4100,86,709 (57.4 %),325 (26.3 %),118 (9.5 %),74 (6.0 %),0 (0.0 %),3 (0.2 %),7 (0.6 %)
359,Trenton Central High School - Main Campus,9-12,"1,561",10.4,85.90%,19.5,388,29,Public,171 Division Street,Trenton,8611,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 278-7260,150,30 (1.9 %),821 (52.6 %),703 (45.0 %),6 (0.4 %),0 (0.0 %),0 (0.0 %),1 (0.1 %)
360,Keansburg High School,9-12,364,7.5,74.20%,19.4,346,-14,Public,140 Port Monmouth Road,Keansburg,7734,Monmouth,Keansburg School District,No,(n/a),No,Yes,(732) 787-2007,48,234 (64.3 %),51 (14.0 %),68 (18.7 %),8 (2.2 %),3 (0.8 %),0 (0.0 %),0 (0.0 %)
361,Henry Snyder High School,9-12,993,10.5,77.80%,19.4,357,-4,Public,239 Bergen Ave,Jersey City,7305,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6600,94,25 (2.5 %),705 (71.0 %),208 (20.9 %),46 (4.6 %),2 (0.2 %),6 (0.6 %),1 (0.1 %)
362,Irvington High School,9-12,"1,391",12.4,73.60%,19.3,395,33,Public,1253 Clinton Ave,Irvington,7111,Essex,Irvington Public Schools District,No,(n/a),No,Yes,(973) 399-6897,112,0 (0.0 %),"1,203 (86.5 %)",179 (12.9 %),6 (0.4 %),0 (0.0 %),2 (0.1 %),1 (0.1 %)
363,Perth Amboy High School,9-12,"2,043",9.9,64.90%,19.3,371,8,Public,300 Eagle Ave,Perth Amboy,8861,Middlesex,Perth Amboy Public School District,No,(n/a),No,Yes,(732) 376-6030,206,43 (2.1 %),116 (5.7 %),"1,869 (91.5 %)",10 (0.5 %),1 (0.0 %),0 (0.0 %),4 (0.2 %)
364,Harrison High School,9-12,698,13.1,86.00%,19.2,316,-48,Public,401 Kingsland Avenue,Harrison,7029,Hudson,Harrison Public Schools,No,(n/a),No,Yes,(973) 482-5050,53,148 (21.2 %),17 (2.4 %),500 (71.6 %),31 (4.4 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
365,Lincoln High School,9-12,830,10.9,77.40%,19.1,343,-22,Public,60 Crescent Ave,Jersey City,7304,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6700,76,19 (2.3 %),583 (70.2 %),200 (24.1 %),22 (2.7 %),1 (0.1 %),4 (0.5 %),1 (0.1 %)
366,Timber Creek Regional High School,9-12,"1,320",14.6,28.10%,18.7,208,-158,Public,501 Jarvis Road,Erial,8081,Camden,Black Horse Pike Regional School District,No,(n/a),No,No,(856) 232-9703,90,715 (54.2 %),460 (34.8 %),66 (5.0 %),66 (5.0 %),6 (0.5 %),0 (0.0 %),7 (0.5 %)
367,School Of Buisiness Technology,9-12,583,10.7,8.80%,18.7,398,31,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,54,23 (3.9 %),159 (27.3 %),363 (62.3 %),30 (5.1 %),4 (0.7 %),1 (0.2 %),3 (0.5 %)
368,Middlesex County Vocational School Piscataway,9-12,357,8.5,70.30%,18.6,313,-55,Public,21 Suttons Lane,Piscataway,8854,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 985-0717,42,62 (17.4 %),59 (16.5 %),214 (59.9 %),21 (5.9 %),0 (0.0 %),1 (0.3 %),0 (0.0 %)
369,Paulo Freire Charter School,9-12,197,10.9,54.30%,18.4,,,"Public, Charter",28 Burnet Street,Newark,7102,Essex,Paulo Freire Charter School,Yes,(n/a),No,No,(973) 733-9393,18,0 (0.0 %),181 (91.9 %),16 (8.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
370,North Bergen High School,9-12,"2,587",16.2,72.50%,18,245,-125,Public,7417 Kennedy Blvd,North Bergen,7047,Hudson,North Bergen School District,No,(n/a),No,No,(201) 295-2800,159,283 (10.9 %),38 (1.5 %),"2,173 (84.0 %)",89 (3.4 %),1 (0.0 %),2 (0.1 %),1 (0.0 %)
371,Rahway High School,9-12,"1,063",10.8,54.00%,17.9,325,-46,Public,1012 Madison Ave,Rahway,7065,Union,Rahway Public School District,No,(n/a),No,Yes,(732) 396-1090,98,175 (16.5 %),493 (46.4 %),365 (34.3 %),22 (2.1 %),2 (0.2 %),1 (0.1 %),5 (0.5 %)
372,Willingboro High School,9-12,818,13.1,58.90%,17.8,386,14,Public,20 Jfk Way,Willingboro,8046,Burlington,Willingboro Public School District,No,(n/a),No,Yes,(609) 835-8800,62,12 (1.5 %),745 (91.1 %),50 (6.1 %),7 (0.9 %),0 (0.0 %),4 (0.5 %),0 (0.0 %)
373,Middlesex County Vocational School Piscataway School of Career Develop,9-12,198,8.6,68.70%,17.2,401,28,Public,21 Suttons Lane,Piscataway,8854,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,No,(732) 572-9494,23,66 (33.3 %),36 (18.2 %),92 (46.5 %),2 (1.0 %),0 (0.0 %),1 (0.5 %),1 (0.5 %)
374,School Of Information Technology,9-12,682,12.1,11.10%,17,394,20,Public,150 Park Avenue,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2490,56,5 (0.7 %),161 (23.6 %),510 (74.8 %),3 (0.4 %),0 (0.0 %),1 (0.1 %),2 (0.3 %)
375,Belleville High School,9-12,"1,154",10.8,53.50%,17,262,-113,Public,100 Passaic Ave,Belleville,7109,Essex,Belleville Public Schools,No,(n/a),No,Yes,(973) 532-5012,106,207 (17.9 %),108 (9.4 %),705 (61.1 %),124 (10.7 %),1 (0.1 %),9 (0.8 %),0 (0.0 %)
376,James J Ferris High School,9-12,"1,232",9,73.50%,16.9,381,5,Public,35 Colgate St,Jersey City,7302,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6660,136,105 (8.5 %),349 (28.3 %),597 (48.5 %),174 (14.1 %),0 (0.0 %),5 (0.4 %),2 (0.2 %)
377,School Of Government & Public Administration,9-12,685,10.3,5.60%,16.8,296,-81,Public,150 Park Avenue,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2488,66,3 (0.4 %),139 (20.3 %),540 (78.8 %),0 (0.0 %),1 (0.1 %),2 (0.3 %),0 (0.0 %)
378,School Of Culinary Arts Hospitality And Tourism,9-12,690,11.3,2.00%,16.6,374,-4,Public,150 Park Avenue,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2489,61,7 (1.0 %),228 (33.0 %),452 (65.5 %),1 (0.1 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
379,Asbury Park High School,9-12,356,8,82.60%,16.4,399,20,Public,1001 Sunset Avenue,Asbury Park,7712,Monmouth,Asbury Park School District,No,(n/a),No,Yes,(732) 776-2638,44,9 (2.5 %),250 (70.2 %),96 (27.0 %),1 (0.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
380,International High School,9-12,550,10.7,0.70%,16.3,355,-25,Public,200 Grand Street,Paterson,7501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2280,51,25 (4.5 %),168 (30.5 %),345 (62.7 %),9 (1.6 %),0 (0.0 %),2 (0.4 %),1 (0.2 %)
381,Marion P. Thomas Charter School,"PK, KG-12","1,175",15.2,78.90%,16.2,,,"Public, Charter, Alternative",125 Sussex Avenue,Newark,7103,Essex,Marion P. Thomas Charter School,Yes,(n/a),No,Yes,(973) 621-0060,77,0 (0.0 %),"1,122 (95.5 %)",52 (4.4 %),1 (0.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
382,Keyport High School,9-12,388,4,56.20%,16,330,-52,Public,351 Broad Street,Keyport,7735,Monmouth,Keyport School District,No,(n/a),No,Yes,(732) 212-6100,97,266 (68.6 %),36 (9.3 %),77 (19.8 %),9 (2.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
383,Plainfield High School,9-12,"1,573",13.6,78.50%,15.9,377,-6,Public,950 Park Avenue,Plainfield,7060,Union,Plainfield Public Schools,No,(n/a),No,No,(908) 731-4390,115,3 (0.2 %),553 (35.2 %),"1,006 (64.0 %)",4 (0.3 %),3 (0.2 %),0 (0.0 %),4 (0.3 %)
384,Malcolm X Shabazz High School,9-12,662,10.8,78.40%,15.8,392,8,Public,80 Johnson Ave,Newark,7108,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-6974,61,1 (0.2 %),590 (89.1 %),69 (10.4 %),1 (0.2 %),1 (0.2 %),0 (0.0 %),0 (0.0 %)
385,Newark Prep Charter School,9-12,,,,15.8,,,"Public, Charter",570 Broad St.,Newark,7102,Essex,Newark Prep Charter School,Yes,(n/a),No,No,(862) 307-7010,13,,,,,,,
386,School Of Earth And Space Science,9-12,191,6.8,1.60%,15.8,368,-18,Public,201 Memorial Drive,Paterson,7505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2290,28,8 (4.2 %),88 (46.1 %),86 (45.0 %),9 (4.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
387,Newark Vocational High School,9-12,395,9.8,83.50%,15.3,404,17,Public,403 South Orange Avenue,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7019,40,1 (0.3 %),361 (91.4 %),33 (8.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
388,School Of Architecture And Construction Trades,9-12,529,8.6,1.30%,15.1,402,14,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,61,30 (5.7 %),111 (21.0 %),361 (68.2 %),22 (4.2 %),1 (0.2 %),1 (0.2 %),3 (0.6 %)
389,School Of Education And Training,9-12,543,10.6,8.10%,14.9,391,2,Public,61-127 Preakness Avenue,Paterson,7502,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,51,32 (5.9 %),121 (22.3 %),350 (64.5 %),33 (6.1 %),1 (0.2 %),0 (0.0 %),6 (1.1 %)
390,Middlesex County Vocational School East Bruns. School of Career Develop,9-12,266,10.2,47.40%,14.8,396,6,Public,112 Rues Lane,East Brunswick,8816,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 257-7715,26,162 (60.9 %),28 (10.5 %),71 (26.7 %),4 (1.5 %),0 (0.0 %),1 (0.4 %),0 (0.0 %)
391,Barringer Arts High School,9-12,537,10.1,77.10%,14.8,408,17,Public,90 Parker St,Newark,7104,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 268-5125,53,8 (1.5 %),161 (30.0 %),366 (68.2 %),1 (0.2 %),1 (0.2 %),0 (0.0 %),0 (0.0 %)
392,Central High School,9-12,766,8.8,83.20%,14.7,379,-13,Public,250 18th Avenue,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-6378,87,3 (0.4 %),668 (87.2 %),92 (12.0 %),1 (0.1 %),1 (0.1 %),0 (0.0 %),1 (0.1 %)
393,Abraham Clark High School,9-12,720,8.6,69.70%,14.7,361,-32,Public,122 East 6th Ave,Roselle,7203,Union,Roselle Public Schools,No,(n/a),No,Yes,(908) 298-2000,83,12 (1.7 %),482 (66.9 %),221 (30.7 %),4 (0.6 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
394,Weequahic High School,9-12,483,11.5,85.30%,14.6,359,-35,Public,279 Chancellor Ave,Newark,7112,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 705-3923,42,1 (0.2 %),450 (93.2 %),27 (5.6 %),5 (1.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
395,Bergen County Technical High School - Paramus,9-12,304,6.9,39.50%,14.6,373,-22,Public,E.285 Pascack Road,Paramus,7652,Bergen,Bergen County Vocational Technical School District,No,(n/a),No,No,(201) 343-6000,44,162 (53.3 %),30 (9.9 %),105 (34.5 %),6 (2.0 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
396,Admiral William F. Halsey Junior Health & Public Safety Academy,9-12,"1,279",12,83.30%,14.5,364,-32,Public,641 South Street,Elizabeth,7202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6600,106,80 (6.3 %),321 (25.1 %),867 (67.8 %),11 (0.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
397,Woodrow Wilson High School,9-12,905,12.9,85.80%,14.2,411,14,Public,3100 Federal Street,Camden,8105,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5300,70,2 (0.2 %),269 (29.7 %),627 (69.3 %),7 (0.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
398,Alternative High School,6-12,266,4.3,5.60%,14.1,409,11,"Public, Alternative",5 Colt Street,Paterson,7505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0570,61,12 (4.5 %),137 (51.5 %),116 (43.6 %),1 (0.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
399,East Orange Campus High School,9-12,"1,632",12.2,72.10%,14,400,1,Public,344 Prospect Street,East Orange,7017,Essex,East Orange School District,No,(n/a),No,Yes,(973) 266-7300,133,4 (0.2 %),"1,509 (92.5 %)",114 (7.0 %),2 (0.1 %),0 (0.0 %),3 (0.2 %),0 (0.0 %)
400,Thomas A. Edison Career and Technical Academy,9-12,687,9.5,84.40%,13.4,369,-31,Public,625 Summer St,Elizabeth,7202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6800,72,41 (6.0 %),155 (22.6 %),484 (70.5 %),5 (0.7 %),0 (0.0 %),2 (0.3 %),0 (0.0 %)
401,Academy Charter High School,9-12,199,11.7,85.90%,12.8,380,-21,"Public, Charter",1725 Main Street,Lake Como,7719,Monmouth,Academy Charter High School,Yes,(n/a),No,Yes,(732) 681-8377,17,3 (1.5 %),162 (81.4 %),31 (15.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),3 (1.5 %)
402,Camden High School,9-12,695,10.5,88.10%,11.3,410,8,Public,1700 Park Boulevard,Camden,8103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5100,66,4 (0.6 %),487 (70.1 %),202 (29.1 %),1 (0.1 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
403,John E. Dwyer Technology Academy,9-12,"1,213",12.3,83.10%,11,383,-20,Public,123 Pearl St,Elizabeth,7202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6565,98,57 (4.7 %),295 (24.3 %),842 (69.4 %),18 (1.5 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
404,Trenton Central High School - West Campus,9-12,688,10.4,78.60%,10,382,-22,Public,1001 West State St,Trenton,8618,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 656-4770,66,7 (1.0 %),408 (59.3 %),263 (38.2 %),8 (1.2 %),1 (0.1 %),0 (0.0 %),1 (0.1 %)
405,Daylight/Twilight High School,9-12,469,11.7,67.80%,9,397,-8,Public,501 Edgewood Avenue,Trenton,8618,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 656-4850,40,7 (1.5 %),273 (58.2 %),187 (39.9 %),2 (0.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
406,Camden Big Picture Learning Academy,6-12,152,6.3,83.60%,9,322,-84,"Public, Alternative",1875 Park Boulevard,Camden,8103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5122,24,0 (0.0 %),111 (73.0 %),40 (26.3 %),1 (0.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
