rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2012),rank change from 2012,school type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,full time teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
336,Pennsauken High School,9-12,"1,477",11.5,61.60%,21.1,319,-17,Public,800 Hylton Road,Pennsauken,08110,Camden,Pennsauken Township Board Of Education School District,No,(n/a),No,Yes,(856) 662-8500,128,252 (17.1 %),543 (36.8 %),511 (34.6 %),170 (11.5 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
337,Rahway High School,9-12,"1,040",10.4,55.60%,21.1,316,-21,Public,1012 Madison Ave,Rahway,07065,Union,Rahway Public School District,No,(n/a),No,Yes,(732) 396-1090,100,173 (16.6 %),496 (47.7 %),339 (32.6 %),18 (1.7 %),6 (0.6 %),2 (0.2 %),6 (0.6 %)
338,Millville Senior High School,9-12,"1,165",11.6,54.80%,21,346,8.00,Public,200 Wade Blvd,Millville,08332,Cumberland,Millville School District,No,(n/a),No,Yes,(856) 327-6040,100,669 (57.4 %),266 (22.8 %),201 (17.3 %),10 (0.9 %),7 (0.6 %),0 (0.0 %),12 (1.0 %)
339,Paulsboro High School,9-12,529,9.1,66.70%,21,349,10.00,Public,670 N Delaware St,Paulsboro,08066,Gloucester,Paulsboro School District,No,(n/a),No,Yes,(856) 423-2222,58,196 (37.1 %),279 (52.7 %),47 (8.9 %),3 (0.6 %),0 (0.0 %),3 (0.6 %),1 (0.2 %)
340,Camden Academy Charter High School,9-12,422,11.4,92.90%,20.7,296,-44,"Public, Charter",879 Beideman Avenue,Camden,08105,Camden,Camden Academy Charter High School,Yes,(n/a),No,Yes,(856) 365-1000,37,0 (0.0 %),122 (28.9 %),300 (71.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
341,Hillside High School,9-12,807,10,47.50%,18.9,333,-8,Public,1085 Liberty Ave,Hillside,07205,Union,Hillside Board Of Education,No,(n/a),No,Yes,(908) 352-7664,80,76 (9.4 %),568 (70.4 %),153 (19.0 %),10 (1.2 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
342,William L Dickinson High School,9-12,"2,127",12,66.60%,18.4,294,-48,Public,2 Palisade Ave,Jersey City,07306,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 714-4400,176,267 (12.6 %),370 (17.4 %),993 (46.7 %),457 (21.5 %),21 (1.0 %),18 (0.8 %),1 (0.0 %)
343,Keansburg High School,9-12,378,8.4,61.60%,18.2,271,-72,Public,140 Port Monmouth Road,Keansburg,07734,Monmouth,Keansburg School District,No,(n/a),No,Yes,(732) 787-2007,45,267 (70.6 %),48 (12.7 %),59 (15.6 %),4 (1.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
344,Bulington City High School,7-12,725,8.9,57.40%,17.9,351,7.00,Public,100 Blue Devil Way,Burlington,08016,Burlington,Burlington City Public School District,No,(n/a),No,Yes,(609) 387-5800,81,251 (34.6 %),378 (52.1 %),71 (9.8 %),20 (2.8 %),0 (0.0 %),2 (0.3 %),3 (0.4 %)
345,East Side High School,9-12,"1,479",12.4,85.90%,17.5,326,-19,Public,238 Van Buren St,Newark,07105,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 465-4900,119,451 (30.5 %),216 (14.6 %),795 (53.8 %),11 (0.7 %),4 (0.3 %),2 (0.1 %),0 (0.0 %)
346,Atlantic City High School,9-12,"2,097",10.6,79.60%,16.9,350,4.00,Public,1400 N Albany Avenue,Atlantic City,08401,Atlantic,Atlantic City School District,No,(n/a),No,Yes,(609) 343-7300,196,447 (21.3 %),633 (30.2 %),654 (31.2 %),327 (15.6 %),3 (0.1 %),32 (1.5 %),1 (0.0 %)
347,Academy Charter High School,9-12,212,11.1,47.60%,16.9,345,-2,"Public, Charter",1725 Main Street,Lake Como,07719,Monmouth,Academy Charter High School,Yes,(n/a),No,Yes,(732) 681-8377,19,4 (1.9 %),173 (81.6 %),32 (15.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),3 (1.4 %)
348,Cumberland Regional High School,9-12,"1,316",16.1,39.50%,16.6,325,-23,Public,90 Silver Lake Road,Bridgeton,08302,Cumberland,Cumberland Regional School District,No,(n/a),No,Yes,(856) 451-9400,82,760 (57.8 %),322 (24.5 %),164 (12.5 %),23 (1.7 %),25 (1.9 %),2 (0.2 %),20 (1.5 %)
349,Paterson Charter School for Science/Technology,K-12,"1,039",13.4,72.30%,16.1,295,-54,"Public, Charter, Alternative",276 Wabash Avenue,Paterson,07503,Passaic,Paterson Charter School For Science And Technology,Yes,(n/a),No,Yes,(973) 247-0600,77,40 (3.8 %),448 (43.1 %),547 (52.6 %),2 (0.2 %),1 (0.1 %),1 (0.1 %),0 (0.0 %)
350,Newark Vocational High School,9-12,,,,15.7,348,-2,Public,403 South Orange Avenue,Newark,07103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7019,,,,,,,,
351,Penns Grove High School,9-12,577,10.1,67.60%,15.6,356,5.00,Public,334 Harding Highway,Carneys Point,08069,Carneys Point,Penns Grove-Carneys Point Regional School District,No,(n/a),No,Yes,(856) 299-6300,57,196 (34.0 %),249 (43.2 %),130 (22.5 %),2 (0.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
352,Dr. Charles E. Brimm Medical Arts High School,9-12,206,9.3,88.40%,14.6,192,-160,Public,1626 Copewood Street,Camden,08103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-2500,22,0 (0.0 %),133 (64.6 %),67 (32.5 %),6 (2.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
353,Camden County Technical School-GTC,9-12,"1,369",10.8,69.30%,13.9,359,6.00,Public,343 Berlin Cross Keys Road,Sicklerville,08081,Camden,Camden County Technical School District,No,(n/a),No,Yes,(856) 767-7000,126,463 (33.8 %),459 (33.5 %),377 (27.5 %),23 (1.7 %),2 (0.1 %),1 (0.1 %),44 (3.2 %)
354,Camden Big Picture Learning Academy,6-12,111,5.8,93.70%,13.3,344,-10,"Public, Alternative",1875 Park Boulevard,Camden,08103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5122,19,0 (0.0 %),77 (69.4 %),33 (29.7 %),1 (0.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
355,Palmyra High School,7-12,449,10.7,40.10%,12.8,347,-8,Public,5th & Weart Boulevard,Palmyra,08065,Burlington,Palmyra Public School District,No,(n/a),No,Yes,(856) 786-9400,42,250 (55.7 %),128 (28.5 %),54 (12.0 %),10 (2.2 %),1 (0.2 %),0 (0.0 %),6 (1.3 %)
356,Visions Academy Charter High School,9-12,339,,82.90%,11.3,,,"Public, Charter",88-108 Shipman Street,Newark,07102,Essex,Visions Academy Charter High School,Yes,(n/a),No,(n/a),(201) 572-1985,,0 (0.0 %),311 (91.7 %),28 (8.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
357,Abraham Clark High School,9-12,741,10.2,74.50%,9.8,355,-2,Public,122 East 6th Ave,Roselle,07203,Union,Roselle Public Schools,No,(n/a),No,Yes,(908) 298-2000,73,15 (2.0 %),497 (67.1 %),218 (29.4 %),10 (1.3 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
358,Trenton Central High School - West Campus,9-12,634,10.9,79.70%,9.6,335,-23,Public,1001 West State St,Trenton,08618,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 656-4770,58,10 (1.6 %),509 (80.3 %),110 (17.4 %),3 (0.5 %),1 (0.2 %),0 (0.0 %),1 (0.2 %)
359,Perth Amboy High School,9-12,"2,134",12.2,58.50%,9.5,353,-6,Public,300 Eagle Ave,Perth Amboy,08861,Middlesex,Perth Amboy Public School District,No,(n/a),No,Yes,(732) 376-6030,175,44 (2.1 %),133 (6.2 %),"1,948 (91.3 %)",6 (0.3 %),0 (0.0 %),3 (0.1 %),0 (0.0 %)
360,Thomas A. Edison Career and Technical Academy,9-12,692,10.9,90.80%,8.7,357,-3,Public,625 Summer St,Elizabeth,07202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6800,63,36 (5.2 %),164 (23.7 %),481 (69.5 %),11 (1.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
361,Bridgeton High School,9-12,988,,88.20%,8.2,360,-1,Public,111 N West Avenue,Bridgeton,08302,Cumberland,Bridgeton City School District,No,(n/a),No,Yes,(856) 455-8030,,77 (7.8 %),394 (39.9 %),507 (51.3 %),0 (0.0 %),1 (0.1 %),0 (0.0 %),9 (0.9 %)
362,New Brunswick High School,9-12,"1,612",11.6,89.20%,8.2,358,-4,Public,1000 Somerset St,New Brunswick,08901,Middlesex,New Brunswick School District,No,(n/a),No,Yes,(732) 745-5300,139,11 (0.7 %),261 (16.2 %),"1,326 (82.3 %)",13 (0.8 %),0 (0.0 %),0 (0.0 %),1 (0.1 %)
363,Creative Arts Morgan Village Academy,6-12,385,6.8,88.30%,8.1,330,-33,"Public, Alternative",990 Morgan Boulevard,Camden,08104,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-6267,56,1 (0.3 %),274 (71.2 %),106 (27.5 %),3 (0.8 %),1 (0.3 %),0 (0.0 %),0 (0.0 %)
364,Bergen County Technical High School - Paramus,9-12,293,8.3,39.60%,8,367,3.00,Public,E.285 Pascack Road,Paramus,07652,Bergen,Bergen County Vocational Technical School District,No,(n/a),No,No,(201) 343-6000,35,145 (49.5 %),33 (11.3 %),110 (37.5 %),5 (1.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
365,Lincoln High School,9-12,817,11.1,68.40%,7.4,334,-31,Public,60 Crescent Ave,Jersey City,07304,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6700,73,22 (2.7 %),618 (75.6 %),157 (19.2 %),18 (2.2 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
366,Thomas Jefferson Arts Academy,9-12,796,10.7,88.10%,7.3,338,-28,Public,27 Martin Luther King Jr Plaza,Elizabeth,07201,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6767,74,62 (7.8 %),264 (33.2 %),465 (58.4 %),5 (0.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
367,Wildwood High School,9-12,259,5.5,72.20%,6.6,327,-40,Public,4300 Pacific Ave,Wildwood,08260,Cape May,Wildwood City School District,No,(n/a),No,Yes,(609) 522-7922,47,119 (45.9 %),47 (18.1 %),92 (35.5 %),1 (0.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
368,Plainfield High School,9-12,"1,393",11.4,76.50%,6.5,377,9.00,Public,950 Park Avenue,Plainfield,07060,Union,Plainfield Public Schools,No,(n/a),No,No,(908) 731-4390,122,7 (0.5 %),658 (47.2 %),721 (51.8 %),4 (0.3 %),1 (0.1 %),2 (0.1 %),0 (0.0 %)
369,Hoboken Charter School,K-12,279,7.3,5.40%,6,354,-15,"Public, Charter, Alternative",713 Washington St,Hoboken,07030,Hudson,Hoboken Charter School,Yes,(n/a),No,Yes,(201) 963-0222,38,136 (48.7 %),45 (16.1 %),76 (27.2 %),9 (3.2 %),0 (0.0 %),0 (0.0 %),13 (4.7 %)
370,Central High School,9-12,779,9.8,92.20%,5.3,372,2.00,Public,250 18th Avenue,Newark,07103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-6378,79,0 (0.0 %),693 (89.0 %),84 (10.8 %),1 (0.1 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
371,Passaic High School # 12,9-12,"2,723",13.2,69.30%,5.3,365,-6,Public,170 Paulison Ave.,Passaic,07055,Passaic,Passaic City School District,No,(n/a),No,Yes,(973) 470-5600,205,27 (1.0 %),194 (7.1 %),"2,423 (89.0 %)",78 (2.9 %),0 (0.0 %),1 (0.0 %),0 (0.0 %)
372,Willingboro High School,9-12,,,,4.1,364,-8,Public,20 Jfk Way,Willingboro,08046,Burlington,Willingboro Public School District,No,(n/a),No,Yes,(609) 835-8800,,,,,,,,
373,Orange High School,9-12,809,10.7,82.90%,4.1,363,-10,Public,400 Lincoln Ave,Orange,07050,Essex,Orange Board Of Education School District,No,(n/a),No,Yes,(973) 677-4050,75,2 (0.2 %),667 (82.4 %),135 (16.7 %),2 (0.2 %),1 (0.1 %),1 (0.1 %),1 (0.1 %)
374,James J Ferris High School,9-12,"1,364",9.8,65.30%,3.9,352,-22,Public,35 Colgate St,Jersey City,07302,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6660,138,94 (6.9 %),419 (30.7 %),645 (47.3 %),201 (14.7 %),1 (0.1 %),1 (0.1 %),3 (0.2 %)
375,Weequahic High School,9-12,649,10.1,88.30%,3.7,371,-4,Public,279 Chancellor Ave,Newark,07112,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 705-3923,64,0 (0.0 %),634 (97.7 %),14 (2.2 %),0 (0.0 %),1 (0.2 %),0 (0.0 %),0 (0.0 %)
376,Newark Innovation Academy,9-12,176,13.5,65.30%,3.3,375,-1,Public,190 Muhammad Ali Avenue,Newark,07108,Essex,Newark Public School District,No,(n/a),No,No,(973) 733-8326,13,3 (1.7 %),141 (80.1 %),29 (16.5 %),2 (1.1 %),1 (0.6 %),0 (0.0 %),0 (0.0 %)
377,Lakewood High School,9-12,"1,040",10,86.80%,3.3,369,-8,Public,855 Somerset Avenue,Lakewood,08701,Ocean,Lakewood Township School District,No,(n/a),No,Yes,(732) 905-3500,103,84 (8.1 %),265 (25.5 %),678 (65.2 %),7 (0.7 %),3 (0.3 %),1 (0.1 %),2 (0.2 %)
378,Salem High School,9-12,346,6.7,72.30%,2.9,362,-16,Public,219 Walnut St,Salem,08079,Salem,Salem City School District,No,(n/a),No,Yes,(856) 935-3900,52,73 (21.1 %),254 (73.4 %),14 (4.0 %),2 (0.6 %),0 (0.0 %),0 (0.0 %),3 (0.9 %)
379,Admiral William F. Halsey Junior Health & Public Safety Academy,9-12,"1,100",12.3,88.60%,2.5,368,-11,Public,641 South Street,Elizabeth,07202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6600,89,67 (6.1 %),280 (25.5 %),740 (67.3 %),12 (1.1 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
380,Alternative High School,9-12,45,6.4,44.40%,1.5,317,-63,Public,45 Ranoldo Terrace,Cherry Hill,08034,Camden,Cherry Hill School District,No,(n/a),No,Yes,(856) 427-4311,7,27 (60.0 %),6 (13.3 %),9 (20.0 %),2 (4.4 %),0 (0.0 %),0 (0.0 %),1 (2.2 %)
381,Henry Snyder High School,9-12,993,11.1,71.20%,1.2,366,-15,Public,239 Bergen Ave,Jersey City,07305,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 915-6600,89,24 (2.4 %),710 (71.5 %),193 (19.4 %),46 (4.6 %),6 (0.6 %),10 (1.0 %),4 (0.4 %)
382,Trenton Central High School - Main Campus,9-12,"1,949",11.4,83.00%,1.1,382,0.00,Public,171 Division Street,Trenton,08611,Mercer,Trenton Public School District,No,(n/a),No,Yes,(609) 278-7260,170,29 (1.5 %),"1,037 (53.2 %)",848 (43.5 %),32 (1.6 %),1 (0.1 %),1 (0.1 %),1 (0.1 %)
383,Pleasantville High School,9-12,763,5,82.60%,0.9,373,-10,Public,701 Mill Road,Pleasantville,08232,Atlantic,Pleasantville Public School District,No,(n/a),No,Yes,(609) 383-6900,150,16 (2.1 %),311 (40.8 %),341 (44.7 %),67 (8.8 %),3 (0.4 %),22 (2.9 %),3 (0.4 %)
384,School Of Information Technology,9-12,630,11,68.90%,0.6,381,-3,Public,150 Park Avenue,Paterson,07501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2490,57,3 (0.5 %),179 (28.4 %),446 (70.8 %),2 (0.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
385,Malcolm X Shabazz High School,9-12,,,,0.5,384,-1,Public,80 Johnson Ave,Newark,07108,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-6974,72,,,,,,,
386,Barringer Arts High School,9-12,"1,281",,87.60%,0.4,380,-6,Public,90 Parker St,Newark,07104,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 268-5125,,10 (0.8 %),387 (30.2 %),879 (68.6 %),4 (0.3 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
387,Irvington High School,9-12,"1,320",11.5,50.90%,0.4,378,-9,Public,1253 Clinton Ave,Irvington,07111,Essex,Irvington Public Schools District,No,(n/a),No,Yes,(973) 399-6897,115,0 (0.0 %),"1,194 (90.5 %)",121 (9.2 %),4 (0.3 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
388,John E. Dwyer Technology Academy,9-12,938,12.3,90.90%,0.3,376,-12,Public,123 Pearl St,Elizabeth,07202,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6565,76,42 (4.5 %),221 (23.6 %),657 (70.0 %),18 (1.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
389,School Of Culinary Arts Hospitality And Tourism,9-12,581,11.6,74.70%,0.3,379,-10,Public,150 Park Avenue,Paterson,07501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2489,50,7 (1.2 %),223 (38.4 %),348 (59.9 %),2 (0.3 %),0 (0.0 %),1 (0.2 %),0 (0.0 %)
390,East Orange Campus High School,9-12,"1,744",16,67.70%,0.2,370,-20,Public,344 Prospect Street,East Orange,07017,Essex,East Orange School District,No,(n/a),No,Yes,(973) 266-7300,109,3 (0.2 %),"1,641 (94.1 %)",95 (5.4 %),3 (0.2 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
391,West Side High Scool,9-12,810,9.6,88.30%,0.2,383,-8,Public,403 South Orange Ave,Newark,07103,Essex,Newark Public School District,No,(n/a),No,(n/a),(973) 733-6630,84,1 (0.1 %),763 (94.2 %),45 (5.6 %),1 (0.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
392,Alternative High School,6-12,275,4.8,75.30%,0.2,,,"Public, Alternative",5 Colt Street,Paterson,07505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0570,57,5 (1.8 %),182 (66.2 %),88 (32.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
393,Asbury Park High School,9-12,363,7.4,86.20%,0.2,386,-7,Public,1001 Sunset Avenue,Asbury Park,07712,Monmouth,Asbury Park School District,No,(n/a),No,Yes,(732) 776-2638,49,6 (1.7 %),262 (72.2 %),93 (25.6 %),2 (0.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
394,Stars Academy,9-12,130,5,83.90%,0.1,385,-9,Public,765 14th Avenue,Paterson,07504,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0568,26,4 (3.1 %),50 (38.5 %),72 (55.4 %),4 (3.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
395,Camden High School,9-12,720,8.7,87.60%,0,388,-7,Public,1700 Park Boulevard,Camden,08103,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5100,83,4 (0.6 %),522 (72.5 %),192 (26.7 %),0 (0.0 %),2 (0.3 %),0 (0.0 %),0 (0.0 %)
395,Woodrow Wilson High School,9-12,920,11.5,85.50%,0,387,-8,Public,3100 Federal Street,Camden,08105,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-5300,80,5 (0.5 %),310 (33.7 %),595 (64.7 %),10 (1.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
